Nothing(0)
	damage: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Lar(204)
	damage: 3087
	effect_record_id: 204
	effects_count: 1
	fatiguecost: 0
	gemcost: 16
	next_spell: 0
	path1: 6
	path2: -1
	pathlevel1: 1
	pathlevel2: 0
	precision: -2
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 106
	Restrict to Nation {Spl: #restricted}<278>: 146
	Restrict to Nation {Spl: #restricted}<278>: 181
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 3087
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Awaken Tattoos(205)
	damage: 549755813888
	effect_record_id: 205
	effects_count: 1
	fatiguecost: 20
	gemcost: 0
	next_spell: 0
	path1: 6
	path2: 8
	pathlevel1: 1
	pathlevel2: 1
	precision: 100
	researchlevel: 3
	school: 4
	Restrict to Nation {Spl: #restricted}<278>: 108
	Restrict to Nation {Spl: #restricted}<278>: 109
	effect:Bless/Buff (Type II)<23>
	duration: 0
	ritual: 0
	raw_argument: 549755813888
	range_base: 18
	range_per_level: 2
	range_strength_divisor: 0
	area_base: 5
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 12599296
		Ignores Shields {#ignoreshield}
		May Use Underwater {#uwok}
		Affects Friendlies Only {#enemyimmune}

Sounder of Boars(206)
	damage: 1807
	effect_record_id: 206
	effects_count: 20
	fatiguecost: 0
	gemcost: 20
	next_spell: 0
	path1: 6
	path2: 8
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 3
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 108
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1807
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Boar of Carnutes(207)
	damage: 1809
	effect_record_id: 207
	effects_count: 1
	fatiguecost: 0
	gemcost: 7
	next_spell: 0
	path1: 6
	path2: 3
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 108
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 1809
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Huli Jing(208)
	damage: 1908
	effect_record_id: 208
	effects_count: 1
	fatiguecost: 0
	gemcost: 30
	next_spell: 0
	path1: 6
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 6
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 152
	Restrict to Nation {Spl: #restricted}<278>: 110
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 1908
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Thousand Year Ginseng(209)
	damage: -5
	effect_record_id: 209
	effects_count: 1
	fatiguecost: 0
	gemcost: 8
	next_spell: 0
	path1: 6
	path2: -1
	pathlevel1: 1
	pathlevel2: 0
	precision: 0
	researchlevel: 5
	school: 3
	Restrict to Nation {Spl: #restricted}<278>: 152
	effect:Age Caster<101>
	duration: 0
	ritual: 1
	raw_argument: -5
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 545783808
		May Use Underwater {#uwok}
		No effect on Lifeless {#inanimateimmune}
		No Effect on Undead {#undeadimmune}

Internal Alchemy(210)
	damage: 15
	effect_record_id: 210
	effects_count: 1
	fatiguecost: 0
	gemcost: 10
	next_spell: 0
	path1: 2
	path2: 4
	pathlevel1: 2
	pathlevel2: 1
	precision: 0
	researchlevel: 5
	school: 1
	Restrict to Nation {Spl: #restricted}<278>: 152
	Restrict to Nation {Spl: #restricted}<278>: 187
	Restrict to Nation {Spl: #restricted}<278>: 110
	effect:Internal Alchemy<111>
	duration: 0
	ritual: 1
	raw_argument: 15
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 545783808
		May Use Underwater {#uwok}
		No effect on Lifeless {#inanimateimmune}
		No Effect on Undead {#undeadimmune}

Hannya Pact(211)
	damage: 3070
	effect_record_id: 211
	effects_count: 1
	fatiguecost: 0
	gemcost: 6
	next_spell: 0
	path1: 5
	path2: -1
	pathlevel1: 1
	pathlevel2: 0
	precision: 0
	researchlevel: 0
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 127
	Can only be cast by {Spl: #onlymnr}<731>: 3069
	Unit gets magic of target {Spl: #polygetmagic}<732>: 1
	effect:Polymorph Caster<130>
	duration: 0
	ritual: 1
	raw_argument: 3070
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 545783808
		May Use Underwater {#uwok}
		No effect on Lifeless {#inanimateimmune}
		No Effect on Undead {#undeadimmune}

Greater Hannya Pact(212)
	damage: 1432
	effect_record_id: 212
	effects_count: 1
	fatiguecost: 0
	gemcost: 12
	next_spell: 0
	path1: 5
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 0
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 127
	Can only be cast by {Spl: #onlymnr}<731>: 3070
	Unit gets magic of target {Spl: #polygetmagic}<732>: 1
	effect:Polymorph Caster<130>
	duration: 0
	ritual: 1
	raw_argument: 1432
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 545783808
		May Use Underwater {#uwok}
		No effect on Lifeless {#inanimateimmune}
		No Effect on Undead {#undeadimmune}

End of Culture(213)
	damage: 106
	effect_record_id: 213
	effects_count: 1
	fatiguecost: 0
	gemcost: 60
	next_spell: 0
	path1: 0
	path2: -1
	pathlevel1: 5
	pathlevel2: 0
	precision: 0
	researchlevel: 6
	school: 5
	Restrict to Nation {Spl: #restricted}<278>: 127
	effect:Enchant Battlefield | Enchant World<81>
	duration: 0
	ritual: 1
	raw_argument: 106
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 100
	modifiers_mask: 8388608
		May Use Underwater {#uwok}

End of Weakness(214)
	damage: 16
	effect_record_id: 214
	effects_count: 1
	fatiguecost: 0
	gemcost: 1
	next_spell: 0
	path1: 3
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 6
	school: 1
	Restrict to Nation {Spl: #restricted}<278>: 127
	effect:Bless/Buff (Type I)<10>
	duration: 0
	ritual: 0
	raw_argument: 16
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 100
	modifiers_mask: 4718600
		Affects Demons and Undead {#demonundead}
		No Effect on Undead {#undeadimmune}
		Affects Friendlies Only {#enemyimmune}

Teaching Sign(215)
	damage: 128
	effect_record_id: 215
	effects_count: 1
	fatiguecost: 0
	gemcost: 0
	next_spell: 0
	path1: 8
	path2: 6
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 0
	school: 7
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Bless/Buff (Type II)<23>
	duration: 0
	ritual: 0
	raw_argument: 128
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 8404992
		Ignores Shields {#ignoreshield}
		May Use Underwater {#uwok}

Fear-not Sign(216)
	damage: 32776
	effect_record_id: 216
	effects_count: 1
	fatiguecost: 0
	gemcost: 0
	next_spell: 0
	path1: 8
	path2: 1
	pathlevel1: 1
	pathlevel2: 1
	precision: 100
	researchlevel: 0
	school: 7
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Bless/Buff (Type I)<10>
	duration: 0
	ritual: 0
	raw_argument: 32776
	range_base: 15
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 2
	area_battlefield_pct: 0
	modifiers_mask: 12599296
		Ignores Shields {#ignoreshield}
		May Use Underwater {#uwok}
		Affects Friendlies Only {#enemyimmune}

Welcome Sign(217)
	damage: 999
	effect_record_id: 217
	effects_count: 1
	fatiguecost: 0
	gemcost: 0
	next_spell: 0
	path1: 8
	path2: 0
	pathlevel1: 1
	pathlevel2: 1
	precision: 100
	researchlevel: 0
	school: 7
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Charm<29>
	duration: 0
	ritual: 0
	raw_argument: 999
	range_base: 5
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 25165824
		May Use Underwater {#uwok}
		Magic Resistance Negates Easily {#mrnegateseasily}

Earth-touching Sign(218)
	damage: 999
	effect_record_id: 218
	effects_count: 1
	fatiguecost: 0
	gemcost: 0
	next_spell: 0
	path1: 8
	path2: 3
	pathlevel1: 1
	pathlevel2: 1
	precision: 100
	researchlevel: 0
	school: 7
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Damage {#dt_normal}<2>
	duration: 0
	ritual: 0
	raw_argument: 999
	range_base: 20
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 25706632
		Armor Negating {#armornegating}
		Ignores Shields {#ignoreshield}
		May Use Underwater {#uwok}
		Magic Resistance Negates Easily {#mrnegateseasily}
		Affects Demons and Undead {#demonundead}
		No Effect on Undead {#undeadimmune}

Meditation Sign(219)
	damage: 15
	effect_record_id: 219
	effects_count: 1
	fatiguecost: 0
	gemcost: 0
	next_spell: 0
	path1: 8
	path2: 2
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 0
	school: 7
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Remove Fatigue (?)<8>
	duration: 0
	ritual: 0
	raw_argument: 15
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 8404992
		Ignores Shields {#ignoreshield}
		May Use Underwater {#uwok}

Summon Shikome(220)
	damage: 2100
	effect_record_id: 220
	effects_count: 8
	fatiguecost: 0
	gemcost: 8
	next_spell: 0
	path1: 5
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 4
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 127
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 2100
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Jigami(221)
	damage: 2089
	effect_record_id: 221
	effects_count: 1
	fatiguecost: 0
	gemcost: 10
	next_spell: 0
	path1: 6
	path2: -1
	pathlevel1: 1
	pathlevel2: 0
	precision: 0
	researchlevel: 4
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 2089
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Mori-no-kami(222)
	damage: 2093
	effect_record_id: 222
	effects_count: 1
	fatiguecost: 0
	gemcost: 21
	next_spell: 0
	path1: 6
	path2: -1
	pathlevel1: 3
	pathlevel2: 0
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	Source Terrain {Spl: #onlygeosrc}<702>: 128
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 2093
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Ujigami(223)
	damage: 2095
	effect_record_id: 223
	effects_count: 1
	fatiguecost: 0
	gemcost: 8
	next_spell: 0
	path1: 3
	path2: 4
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 2095
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Kaijin(224)
	damage: 2106
	effect_record_id: 224
	effects_count: 1
	fatiguecost: 0
	gemcost: 25
	next_spell: 0
	path1: 2
	path2: -1
	pathlevel1: 3
	pathlevel2: 0
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 2106
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 41943040
		May Use Underwater {#uwok}
		Use Underwater Only {#uwonly}

Contact Tatsu(225)
	damage: 2099
	effect_record_id: 225
	effects_count: 1
	fatiguecost: 0
	gemcost: 19
	next_spell: 0
	path1: 3
	path2: -1
	pathlevel1: 3
	pathlevel2: 0
	precision: 0
	researchlevel: 6
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 2099
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Kenzoku(226)
	damage: 2096
	effect_record_id: 226
	effects_count: 1
	fatiguecost: 0
	gemcost: 9
	next_spell: 0
	path1: 4
	path2: 3
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 6
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 2096
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Gozu Mezu(227)
	damage: 2091
	effect_record_id: 227
	effects_count: 1
	fatiguecost: 0
	gemcost: 7
	next_spell: 92
	path1: 5
	path2: -1
	pathlevel1: 3
	pathlevel2: 0
	precision: 0
	researchlevel: 6
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	Restrict to Nation {Spl: #restricted}<278>: 164
	Restrict to Nation {Spl: #restricted}<278>: 127
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 2091
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Yama-no-kami(228)
	damage: 2097
	effect_record_id: 228
	effects_count: 1
	fatiguecost: 0
	gemcost: 28
	next_spell: 0
	path1: 3
	path2: -1
	pathlevel1: 4
	pathlevel2: 0
	precision: 0
	researchlevel: 7
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 189
	Source Terrain {Spl: #onlygeosrc}<702>: 4194320
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 2097
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Abysian Ancestors(229)
	damage: 1971
	effect_record_id: 229
	effects_count: 5
	fatiguecost: 0
	gemcost: 5
	next_spell: 0
	path1: 5
	path2: 0
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 2
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 191
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1971
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Reawaken Fossil(230)
	damage: 1977
	effect_record_id: 230
	effects_count: 505
	fatiguecost: 0
	gemcost: 10
	next_spell: 0
	path1: 3
	path2: 5
	pathlevel1: 2
	pathlevel2: 1
	precision: 0
	researchlevel: 5
	school: 4
	Restrict to Nation {Spl: #restricted}<278>: 191
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1977
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 8388608
		May Use Underwater {#uwok}

Summon Spectral Infantry(231)
	damage: 1656
	effect_record_id: 231
	effects_count: 5
	fatiguecost: 0
	gemcost: 5
	next_spell: 0
	path1: 5
	path2: 0
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 2
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 155
	Restrict to Nation {Spl: #restricted}<278>: 113
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1656
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Scorpion Man(232)
	damage: 1649
	effect_record_id: 232
	effects_count: 1
	fatiguecost: 0
	gemcost: 12
	next_spell: 0
	path1: 3
	path2: 0
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 8
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 113
	Restrict to Nation {Spl: #restricted}<278>: 155
	Restrict to Nation {Spl: #restricted}<278>: 191
	Restrict to Nation {Spl: #restricted}<278>: 115
	Restrict to Nation {Spl: #restricted}<278>: 157
	Restrict to Nation {Spl: #restricted}<278>: 193
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1649
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Inner Furnace(233)
	damage: 16384
	effect_record_id: 233
	effects_count: 1
	fatiguecost: 0
	gemcost: 1
	next_spell: 0
	path1: 0
	path2: -1
	pathlevel1: 3
	pathlevel2: 0
	precision: 0
	researchlevel: 5
	school: 4
	Restrict to Nation {Spl: #restricted}<278>: 155
	Restrict to Nation {Spl: #restricted}<278>: 191
	Restrict to Nation {Spl: #restricted}<278>: 113
	effect:Bless/Buff (Type I)<10>
	duration: 0
	ritual: 0
	raw_argument: 16384
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 100
	modifiers_mask: 21102592
		Magic Resistance Negates Easily {#mrnegateseasily}
		No Effect on Mindless {#mind}
		Affects Friendlies Only {#enemyimmune}

Infernal Breeding(234)
	damage: 1
	effect_record_id: 234
	effects_count: 1009
	fatiguecost: 0
	gemcost: 25
	next_spell: 0
	path1: 7
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 3
	school: 6
	Restrict to Nation {Spl: #restricted}<278>: 113
	Restrict to Nation {Spl: #restricted}<278>: 155
	Restrict to Nation {Spl: #restricted}<278>: 191
	effect:Infernal Breeding<127>
	duration: 0
	ritual: 1
	raw_argument: 1
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Bears(235)
	damage: 3003
	effect_record_id: 235
	effects_count: 7
	fatiguecost: 0
	gemcost: 8
	next_spell: 0
	path1: 6
	path2: 8
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 3
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 3003
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Simargl(236)
	damage: 1947
	effect_record_id: 236
	effects_count: 1
	fatiguecost: 0
	gemcost: 1
	next_spell: 0
	path1: 1
	path2: -1
	pathlevel1: 1
	pathlevel2: 0
	precision: 0
	researchlevel: 2
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1947
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Firebird(237)
	damage: 1946
	effect_record_id: 237
	effects_count: 1
	fatiguecost: 0
	gemcost: 2
	next_spell: 0
	path1: 0
	path2: 4
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 3
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1946
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Send Lady Midday(238)
	damage: 1956
	effect_record_id: 238
	effects_count: 1
	fatiguecost: 0
	gemcost: 10
	next_spell: 0
	path1: 1
	path2: 5
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	Map Range {Spl: #provrange}<700>: 5
	Cannot target geo mask {Spl: #nogeodst}<703>: 4
	effect:Remote Summon Stealthy Commander<119>
	duration: 0
	ritual: 1
	raw_argument: 1956
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Sirin(239)
	damage: 1945
	effect_record_id: 239
	effects_count: 1
	fatiguecost: 0
	gemcost: 8
	next_spell: 0
	path1: 4
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 3
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 1945
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Send Vodyanoy(240)
	damage: 1953
	effect_record_id: 240
	effects_count: 1
	fatiguecost: 0
	gemcost: 20
	next_spell: 0
	path1: 2
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 4
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	Map Range {Spl: #provrange}<700>: 4
	Destination Terrain {Spl: #onlygeodst}<701>: 4
	effect:Remote Summon Stealthy Commander<119>
	duration: 0
	ritual: 1
	raw_argument: 1953
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 8388608
		May Use Underwater {#uwok}

Summon Rusalka(241)
	damage: 1954
	effect_record_id: 241
	effects_count: 1
	fatiguecost: 0
	gemcost: 16
	next_spell: 0
	path1: 2
	path2: 5
	pathlevel1: 1
	pathlevel2: 1
	precision: 0
	researchlevel: 4
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 1954
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Likho(242)
	damage: 1952
	effect_record_id: 242
	effects_count: 1
	fatiguecost: 0
	gemcost: 10
	next_spell: 0
	path1: 5
	path2: -1
	pathlevel1: 1
	pathlevel2: 0
	precision: 0
	researchlevel: 4
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 1952
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Alkonost(243)
	damage: 1943
	effect_record_id: 243
	effects_count: 1
	fatiguecost: 0
	gemcost: 15
	next_spell: 0
	path1: 4
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 4
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 1943
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Summon Zmey(244)
	damage: 1940
	effect_record_id: 244
	effects_count: 1
	fatiguecost: 0
	gemcost: 5
	next_spell: 0
	path1: 0
	path2: -1
	pathlevel1: 2
	pathlevel2: 0
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon<1>
	duration: 0
	ritual: 1
	raw_argument: 1940
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Send Bukavac(245)
	damage: 1948
	effect_record_id: 245
	effects_count: 1
	fatiguecost: 0
	gemcost: 5
	next_spell: 0
	path1: 2
	path2: -1
	pathlevel1: 4
	pathlevel2: 0
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	Map Range {Spl: #provrange}<700>: 4
	Destination Terrain {Spl: #onlygeodst}<701>: 4
	effect:Remote Summon (Temporary units)<38>
	duration: 0
	ritual: 1
	raw_argument: 1948
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 8388608
		May Use Underwater {#uwok}

Contact Gamayun(246)
	damage: 1944
	effect_record_id: 246
	effects_count: 1
	fatiguecost: 0
	gemcost: 25
	next_spell: 0
	path1: 4
	path2: -1
	pathlevel1: 3
	pathlevel2: 0
	precision: 0
	researchlevel: 5
	school: 0
	Restrict to Nation {Spl: #restricted}<278>: 124
	Restrict to Nation {Spl: #restricted}<278>: 162
	Restrict to Nation {Spl: #restricted}<278>: 197
	effect:Summon Commander<21>
	duration: 0
	ritual: 1
	raw_argument: 1944
	range_base: 0
	range_per_level: 0
	range_strength_divisor: 0
	area_base: 0
	area_per_level: 0
	area_battlefield_pct: 0
	modifiers_mask: 0

Contact Beregina(247)
	damage: 1955
	effect_record_id: 247
	effects_count: 1
	fatiguecost: 0
	gemcost: 35
	next_spell: 0
	path1: 2
	path2: 3
	pathlevel1: 3
	pathlevel2: 1
	precision: 0
